<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
23/01/09,00:00:00,823.5000000,836.0000000,799.5000000,827.2500000,838549
24/01/09,00:00:00,827.2500000,827.5000000,823.0000000,823.5000000,76028
26/01/09,00:00:00,823.5000000,849.5000000,810.7500000,832.7500000,690071
27/01/09,00:00:00,833.0000000,847.5000000,830.2500000,841.7500000,729079
28/01/09,00:00:00,841.5000000,876.0000000,837.7500000,870.0000000,855254
29/01/09,00:00:00,870.0000000,872.5000000,840.2500000,841.5000000,864552
30/01/09,00:00:00,841.5000000,849.0000000,817.5000000,822.0000000,937535
31/01/09,00:00:00,825.0000000,826.5000000,823.7500000,825.7500000,31597
02/02/09,00:00:00,823.7500000,827.5000000,806.2500000,821.7500000,809036
03/02/09,00:00:00,821.5000000,839.7500000,816.0000000,834.5000000,818604
04/02/09,00:00:00,834.0000000,849.2500000,826.0000000,828.7500000,840865
05/02/09,00:00:00,828.5000000,848.7500000,816.7500000,842.5000000,606149
06/02/09,00:00:00,842.0000000,869.2500000,836.7500000,865.5000000,826207
07/02/09,00:00:00,865.2500000,868.5000000,864.5000000,868.0000000,102338
09/02/09,00:00:00,868.0000000,871.2500000,852.7500000,867.2500000,256331
10/02/09,00:00:00,867.0000000,867.5000000,825.5000000,825.5000000,700641
11/02/09,00:00:00,829.0000000,836.2500000,819.5000000,831.5000000,655932
12/02/09,00:00:00,831.7500000,833.7500000,805.5000000,832.0000000,911812
13/02/09,00:00:00,832.0000000,840.5000000,822.7500000,823.7500000,847874
14/02/09,00:00:00,823.5000000,824.2500000,818.7500000,820.0000000,98352
16/02/09,00:00:00,814.0000000,818.7500000,808.2500000,808.7500000,115565
17/02/09,00:00:00,809.2500000,812.2500000,786.7500000,787.7500000,909611
18/02/09,00:00:00,787.5000000,796.2500000,778.0000000,785.7500000,927918
19/02/09,00:00:00,785.7500000,796.7500000,775.2500000,778.0000000,976242
20/02/09,00:00:00,778.0000000,779.7500000,752.7500000,769.2500000,939637
21/02/09,00:00:00,769.0000000,770.2500000,766.2500000,770.0000000,97615
23/02/09,00:00:00,770.0000000,786.5000000,741.0000000,742.2500000,804701
24/02/09,00:00:00,743.0000000,774.7500000,739.7500000,771.2500000,910481
25/02/09,00:00:00,771.0000000,779.5000000,751.2500000,764.0000000,923740
26/02/09,00:00:00,764.0000000,779.0000000,750.5000000,751.7500000,549868
27/02/09,00:00:00,751.5000000,756.0000000,730.2500000,734.2500000,536496
28/02/09,00:00:00,734.2500000,735.7500000,732.5000000,733.0000000,102007
02/03/09,00:00:00,731.2500000,733.7500000,698.7500000,700.7500000,895757
03/03/09,00:00:00,700.7500000,715.2500000,691.2500000,695.7500000,1090597
04/03/09,00:00:00,695.5000000,723.7500000,681.5000000,711.7500000,1079616
05/03/09,00:00:00,711.7500000,712.0000000,676.5000000,682.7500000,679773
06/03/09,00:00:00,682.7500000,699.2500000,665.7500000,683.5000000,641834
07/03/09,00:00:00,683.7500000,688.7500000,682.2500000,688.5000000,92753
09/03/09,00:00:00,688.7500000,694.7500000,670.7500000,674.5000000,510808
10/03/09,00:00:00,674.5000000,721.7500000,673.5000000,717.2500000,579427
11/03/09,00:00:00,717.2500000,732.2500000,712.0000000,717.2500000,561703
12/03/09,00:00:00,717.2500000,750.0000000,708.0000000,746.7500000,282017
13/03/09,00:00:00,746.7500000,758.2500000,739.0000000,755.0000000,403538
16/03/09,00:00:00,750.7500000,771.5000000,746.2500000,753.7500000,454872
17/03/09,00:00:00,753.7500000,777.0000000,746.2500000,776.0000000,505843
18/03/09,00:00:00,775.7500000,800.2500000,761.7500000,791.7500000,506921
19/03/09,00:00:00,791.7500000,801.2500000,777.5000000,778.7500000,507055
20/03/09,00:00:00,779.0000000,785.5000000,761.5000000,763.7500000,534325
23/03/09,00:00:00,766.7500000,821.0000000,765.5000000,818.0000000,649362
24/03/09,00:00:00,818.2500000,819.7500000,801.2500000,802.2500000,539651
25/03/09,00:00:00,802.2500000,823.2500000,787.0000000,810.5000000,518143
26/03/09,00:00:00,810.5000000,830.5000000,810.2500000,827.0000000,492911
27/03/09,00:00:00,826.7500000,830.0000000,809.5000000,815.5000000,472427
30/03/09,00:00:00,812.5000000,815.2500000,775.7500000,784.2500000,416349
31/03/09,00:00:00,784.0000000,807.0000000,782.7500000,792.0000000,505408
01/04/09,00:00:00,791.5000000,810.0000000,779.5000000,805.7500000,441908
02/04/09,00:00:00,806.2500000,842.2500000,805.7500000,829.7500000,565249
03/04/09,00:00:00,829.7500000,844.2500000,822.7500000,838.5000000,1031562
04/04/09,00:00:00,838.5000000,842.5000000,838.0000000,840.7500000,106011
06/04/09,00:00:00,840.0000000,848.0000000,818.7500000,831.2500000,896789
07/04/09,00:00:00,831.0000000,833.7500000,810.7500000,811.7500000,1063409
08/04/09,00:00:00,811.5000000,825.2500000,802.2500000,821.7500000,1087450
09/04/09,00:00:00,821.7500000,853.5000000,820.5000000,853.2500000,942404
10/04/09,00:00:00,853.2500000,854.5000000,852.2500000,852.7500000,111676
13/04/09,00:00:00,848.7500000,861.2500000,841.5000000,854.7500000,627987
14/04/09,00:00:00,854.5000000,857.5000000,836.2500000,838.0000000,1047244
15/04/09,00:00:00,838.0000000,849.7500000,831.5000000,848.2500000,936769
16/04/09,00:00:00,848.5000000,866.7500000,840.2500000,860.7500000,1164108
17/04/09,00:00:00,860.7500000,872.0000000,853.7500000,866.0000000,984049
18/04/09,00:00:00,866.0000000,867.2500000,865.0000000,867.0000000,80972
20/04/09,00:00:00,865.5000000,865.5000000,831.5000000,832.2500000,750281
21/04/09,00:00:00,831.5000000,847.0000000,823.0000000,846.2500000,1088195
22/04/09,00:00:00,846.2500000,858.7500000,835.5000000,840.0000000,1174800
23/04/09,00:00:00,840.0000000,850.0000000,831.2500000,848.7500000,1132218
24/04/09,00:00:00,848.7500000,868.7500000,841.5000000,861.2500000,959140
25/04/09,00:00:00,861.0000000,867.0000000,861.0000000,866.5000000,86941
27/04/09,00:00:00,863.2500000,865.7500000,846.7500000,853.7500000,995257
28/04/09,00:00:00,854.0000000,861.2500000,838.5000000,850.7500000,1076115
29/04/09,00:00:00,851.0000000,879.2500000,849.2500000,870.0000000,1010498
30/04/09,00:00:00,869.7500000,887.0000000,864.7500000,868.5000000,1114047
01/05/09,00:00:00,868.5000000,877.5000000,862.5000000,874.2500000,946605
02/05/09,00:00:00,874.0000000,878.2500000,873.7500000,876.5000000,135776
04/05/09,00:00:00,876.0000000,904.0000000,876.0000000,904.0000000,1437153
05/05/09,00:00:00,904.2500000,905.0000000,893.7500000,900.0000000,2052600
06/05/09,00:00:00,900.2500000,917.2500000,891.0000000,916.2500000,1237280
07/05/09,00:00:00,916.2500000,928.7500000,898.0000000,904.0000000,1003833
08/05/09,00:00:00,904.2500000,927.7500000,903.0000000,926.0000000,1099828
09/05/09,00:00:00,926.2500000,926.5000000,924.0000000,924.5000000,108182
11/05/09,00:00:00,921.0000000,923.0000000,905.7500000,907.2500000,934841
12/05/09,00:00:00,907.2500000,915.2500000,894.0000000,906.0000000,1059071
13/05/09,00:00:00,906.0000000,911.2500000,880.0000000,881.7500000,1112176
14/05/09,00:00:00,882.0000000,896.5000000,878.7500000,889.5000000,1096339
15/05/09,00:00:00,889.7500000,895.2500000,876.7500000,881.5000000,1019736
16/05/09,00:00:00,881.2500000,883.5000000,880.7500000,882.7500000,81462
18/05/09,00:00:00,882.0000000,908.7500000,875.2500000,908.0000000,886272
19/05/09,00:00:00,908.0000000,915.7500000,903.5000000,906.5000000,1006797
20/05/09,00:00:00,906.5000000,923.5000000,899.5000000,901.5000000,1130849
21/05/09,00:00:00,901.7500000,902.0000000,878.0000000,887.2500000,1130457
22/05/09,00:00:00,887.2500000,895.7500000,882.0000000,886.2500000,907540
23/05/09,00:00:00,886.2500000,886.5000000,883.2500000,885.0000000,56557
25/05/09,00:00:00,885.5000000,891.0000000,878.2500000,890.2500000,67458
26/05/09,00:00:00,889.0000000,911.0000000,876.7500000,909.2500000,1010274
27/05/09,00:00:00,909.2500000,914.0000000,890.5000000,891.2500000,1112256
28/05/09,00:00:00,891.2500000,908.7500000,886.2500000,906.0000000,1123829
29/05/09,00:00:00,906.0000000,919.7500000,902.2500000,919.7500000,749472
30/05/09,00:00:00,919.7500000,924.2500000,919.2500000,921.7500000,137229
31/05/09,00:00:00,923.0000000,925.0000000,922.7500000,924.0000000,5674
01/06/09,00:00:00,924.0000000,947.2500000,923.7500000,938.0000000,821896
02/06/09,00:00:00,937.7500000,948.5000000,934.7500000,943.7500000,874013
03/06/09,00:00:00,943.7500000,945.7500000,922.7500000,930.2500000,936824
04/06/09,00:00:00,930.2500000,943.5000000,928.2500000,941.2500000,898720
05/06/09,00:00:00,941.5000000,957.2500000,933.2500000,940.5000000,975471
06/06/09,00:00:00,940.0000000,941.0000000,939.2500000,940.5000000,65512
07/06/09,00:00:00,938.7500000,939.2500000,934.5000000,936.7500000,26162
08/06/09,00:00:00,936.7500000,946.5000000,925.7500000,936.7500000,920475
09/06/09,00:00:00,936.5000000,947.0000000,935.2500000,943.7500000,886443
10/06/09,00:00:00,943.5000000,955.0000000,927.2500000,941.2500000,917961
11/06/09,00:00:00,941.0000000,952.7500000,932.7500000,939.5000000,537605
12/06/09,00:00:00,939.5000000,942.5000000,931.5000000,940.7500000,627268
13/06/09,00:00:00,942.2500000,942.5000000,940.2500000,940.7500000,67254
14/06/09,00:00:00,938.5000000,938.7500000,935.0000000,935.5000000,14045
15/06/09,00:00:00,935.7500000,936.0000000,915.2500000,916.7500000,805905
16/06/09,00:00:00,916.5000000,924.7500000,906.0000000,910.0000000,933354
17/06/09,00:00:00,910.0000000,914.2500000,899.2500000,906.0000000,962950
18/06/09,00:00:00,906.0000000,917.5000000,903.0000000,915.0000000,828644
19/06/09,00:00:00,914.7500000,923.0000000,911.0000000,916.0000000,861754
20/06/09,00:00:00,916.2500000,916.2500000,914.0000000,916.0000000,74094
21/06/09,00:00:00,914.0000000,919.2500000,913.2500000,918.5000000,21535
22/06/09,00:00:00,918.5000000,919.2500000,887.2500000,889.5000000,983264
23/06/09,00:00:00,889.5000000,894.2500000,884.2500000,892.0000000,858244
24/06/09,00:00:00,892.0000000,908.5000000,889.5000000,906.5000000,810498
25/06/09,00:00:00,906.2500000,917.7500000,891.0000000,913.0000000,1064567
26/06/09,00:00:00,913.0000000,919.0000000,908.5000000,914.0000000,728508
27/06/09,00:00:00,913.7500000,914.5000000,913.0000000,914.0000000,82744
28/06/09,00:00:00,913.2500000,913.2500000,909.2500000,909.5000000,17575
29/06/09,00:00:00,909.5000000,924.0000000,907.2500000,921.0000000,762328
30/06/09,00:00:00,921.0000000,926.0000000,908.2500000,918.0000000,1012700
01/07/09,00:00:00,918.0000000,928.2500000,913.5000000,917.0000000,837916
02/07/09,00:00:00,917.0000000,918.7500000,889.2500000,895.5000000,1018378
03/07/09,00:00:00,895.5000000,897.7500000,892.2500000,893.5000000,67912
05/07/09,00:00:00,892.0000000,893.7500000,884.0000000,885.7500000,36694
06/07/09,00:00:00,885.7500000,896.2500000,882.0000000,894.5000000,766768
07/07/09,00:00:00,894.7500000,898.0000000,875.2500000,878.0000000,918461
08/07/09,00:00:00,878.0000000,883.2500000,865.5000000,877.2500000,991260
09/07/09,00:00:00,877.2500000,884.5000000,874.5000000,876.7500000,908799
10/07/09,00:00:00,876.5000000,880.2500000,868.7500000,874.2500000,938031
11/07/09,00:00:00,874.7500000,875.7500000,873.5000000,874.2500000,68959
12/07/09,00:00:00,875.0000000,877.5000000,866.0000000,867.0000000,33588
13/07/09,00:00:00,867.2500000,898.2500000,865.5000000,897.7500000,1042716
14/07/09,00:00:00,897.5000000,912.7500000,892.5000000,909.5000000,1123105
15/07/09,00:00:00,909.5000000,930.7500000,908.5000000,921.7500000,1054979
16/07/09,00:00:00,921.5000000,940.5000000,921.0000000,932.2500000,1192583
17/07/09,00:00:00,932.5000000,938.7500000,928.2500000,937.2500000,849235
18/07/09,00:00:00,937.0000000,937.2500000,936.0000000,937.2500000,64914
19/07/09,00:00:00,936.7500000,941.7500000,933.7500000,940.2500000,25716
20/07/09,00:00:00,940.0000000,949.2500000,937.0000000,946.0000000,879302
21/07/09,00:00:00,945.7500000,956.2500000,939.5000000,952.5000000,951918
22/07/09,00:00:00,952.5000000,956.7500000,943.5000000,953.2500000,967002
23/07/09,00:00:00,953.5000000,976.5000000,950.2500000,964.0000000,1022053
24/07/09,00:00:00,964.0000000,979.0000000,962.5000000,979.0000000,916860
25/07/09,00:00:00,975.7500000,979.0000000,975.7500000,979.0000000,77037
26/07/09,00:00:00,976.7500000,983.7500000,973.7500000,983.5000000,30850
27/07/09,00:00:00,983.2500000,984.0000000,969.0000000,978.5000000,878122
28/07/09,00:00:00,978.7500000,981.5000000,966.0000000,972.5000000,1039067
29/07/09,00:00:00,972.5000000,978.7500000,964.2500000,977.5000000,1087622
30/07/09,00:00:00,977.5000000,994.0000000,976.0000000,986.0000000,1094790
31/07/09,00:00:00,986.0000000,990.5000000,978.2500000,982.0000000,985540
01/08/09,00:00:00,984.5000000,984.7500000,981.5000000,982.0000000,86461
02/08/09,00:00:00,983.0000000,987.5000000,982.0000000,985.7500000,30337
03/08/09,00:00:00,985.5000000,1001.5000000,983.2500000,998.0000000,911517
04/08/09,00:00:00,997.7500000,1005.7500000,992.0000000,1003.0000000,973301
05/08/09,00:00:00,1002.7500000,1006.5000000,991.2500000,1000.0000000,925072
06/08/09,00:00:00,999.7500000,1007.7500000,989.7500000,994.0000000,800637
07/08/09,00:00:00,994.0000000,1015.7500000,990.0000000,1006.5000000,950140
08/08/09,00:00:00,1008.0000000,1008.0000000,1005.5000000,1006.5000000,82969
09/08/09,00:00:00,1005.7500000,1007.7500000,1003.7500000,1005.2500000,25659
10/08/09,00:00:00,1005.0000000,1007.7500000,998.2500000,1006.5000000,721643
11/08/09,00:00:00,1006.2500000,1010.7500000,990.2500000,993.7500000,927094
12/08/09,00:00:00,993.7500000,1011.2500000,985.7500000,1006.0000000,1017969
13/08/09,00:00:00,1006.0000000,1015.7500000,998.2500000,1013.0000000,1015681
14/08/09,00:00:00,1012.7500000,1015.5000000,992.2500000,1006.2500000,978051
15/08/09,00:00:00,1002.5000000,1007.0000000,1002.2500000,1006.2500000,114085
16/08/09,00:00:00,1004.2500000,1004.2500000,997.7500000,998.0000000,36591
17/08/09,00:00:00,998.0000000,998.2500000,975.5000000,978.0000000,1303108
18/08/09,00:00:00,978.0000000,990.0000000,977.7500000,989.0000000,1102632
19/08/09,00:00:00,989.0000000,1002.7500000,977.0000000,1002.5000000,1217355
20/08/09,00:00:00,1002.5000000,1007.7500000,994.2500000,997.0000000,1021382
21/08/09,00:00:00,997.2500000,1027.0000000,996.7500000,1025.5000000,930434
22/08/09,00:00:00,1025.2500000,1025.5000000,1024.7500000,1025.5000000,31500
23/08/09,00:00:00,1025.2500000,1032.5000000,1024.5000000,1030.2500000,50070
24/08/09,00:00:00,1030.2500000,1035.0000000,1020.2500000,1022.7500000,972478
25/08/09,00:00:00,1023.0000000,1037.7500000,1018.2500000,1028.5000000,1119803
26/08/09,00:00:00,1028.2500000,1031.7500000,1020.2500000,1025.0000000,1069888
27/08/09,00:00:00,1025.2500000,1032.5000000,1014.7500000,1028.2500000,1042143
28/08/09,00:00:00,1028.5000000,1038.7500000,1022.0000000,1027.5000000,733120
29/08/09,00:00:00,1028.5000000,1029.2500000,1027.2500000,1027.5000000,53686
30/08/09,00:00:00,1026.7500000,1031.0000000,1021.2500000,1022.7500000,45353
31/08/09,00:00:00,1022.7500000,1023.2500000,1013.5000000,1022.7500000,821296
01/09/09,00:00:00,1022.7500000,1027.7500000,995.2500000,998.0000000,1186404
02/09/09,00:00:00,998.2500000,1001.0000000,991.0000000,995.5000000,918587
03/09/09,00:00:00,995.2500000,1004.0000000,991.2500000,1001.2500000,747492
04/09/09,00:00:00,1001.5000000,1016.2500000,1000.0000000,1014.0000000,902349
05/09/09,00:00:00,1015.5000000,1016.2500000,1013.5000000,1014.0000000,69039
06/09/09,00:00:00,1013.5000000,1015.5000000,1012.2500000,1014.5000000,12714
07/09/09,00:00:00,1014.5000000,1023.0000000,1013.7500000,1021.0000000,116849
08/09/09,00:00:00,1020.7500000,1026.7500000,1019.0000000,1021.2500000,750130
09/09/09,00:00:00,1021.0000000,1036.2500000,1018.7500000,1031.7500000,914934
10/09/09,00:00:00,1031.7500000,1039.5000000,1023.2500000,1035.5000000,502285
11/09/09,00:00:00,1035.5000000,1043.7500000,1033.5000000,1037.2500000,687839
12/09/09,00:00:00,1038.2500000,1038.5000000,1036.7500000,1037.2500000,49934
13/09/09,00:00:00,1035.7500000,1035.7500000,1025.5000000,1027.0000000,43879
14/09/09,00:00:00,1027.2500000,1045.2500000,1026.2500000,1040.7500000,892081
15/09/09,00:00:00,1040.5000000,1052.0000000,1038.5000000,1046.2500000,1156151
16/09/09,00:00:00,1046.0000000,1064.7500000,1045.5000000,1062.7500000,1121760
17/09/09,00:00:00,1063.0000000,1071.0000000,1056.0000000,1060.0000000,1110065
18/09/09,00:00:00,1059.7500000,1067.7500000,1057.5000000,1061.0000000,999651
19/09/09,00:00:00,1063.2500000,1063.2500000,1060.2500000,1061.0000000,88768
20/09/09,00:00:00,1059.2500000,1060.7500000,1057.5000000,1059.2500000,19377
21/09/09,00:00:00,1059.2500000,1062.7500000,1051.7500000,1062.2500000,988408
22/09/09,00:00:00,1062.2500000,1069.2500000,1061.5000000,1067.0000000,891916
23/09/09,00:00:00,1067.2500000,1075.5000000,1052.2500000,1052.7500000,993366
24/09/09,00:00:00,1052.7500000,1064.0000000,1041.0000000,1049.2500000,1170805
25/09/09,00:00:00,1049.2500000,1049.5000000,1036.2500000,1041.2500000,1006943
26/09/09,00:00:00,1040.0000000,1041.5000000,1039.7500000,1041.2500000,66639
27/09/09,00:00:00,1037.5000000,1039.2500000,1036.7500000,1038.5000000,3779
28/09/09,00:00:00,1038.2500000,1061.0000000,1037.0000000,1060.0000000,938125
29/09/09,00:00:00,1060.0000000,1065.7500000,1053.2500000,1056.0000000,949671
30/09/09,00:00:00,1056.2500000,1063.2500000,1042.0000000,1051.0000000,1339350
01/10/09,00:00:00,1051.0000000,1055.2500000,1023.7500000,1024.5000000,1283527
02/10/09,00:00:00,1024.5000000,1027.0000000,1012.0000000,1022.0000000,1189039
03/10/09,00:00:00,1020.5000000,1022.5000000,1020.2500000,1022.0000000,74080
04/10/09,00:00:00,1021.7500000,1025.7500000,1019.5000000,1023.5000000,30032
05/10/09,00:00:00,1023.7500000,1038.5000000,1021.2500000,1036.0000000,888202
06/10/09,00:00:00,1036.0000000,1056.7500000,1035.7500000,1051.7500000,1097791
07/10/09,00:00:00,1051.7500000,1064.5000000,1045.5000000,1062.7500000,1004361
08/10/09,00:00:00,1063.0000000,1067.2500000,1056.7500000,1063.5000000,921789
09/10/09,00:00:00,1063.7500000,1068.5000000,1058.5000000,1068.5000000,807723
10/10/09,00:00:00,1067.7500000,1068.5000000,1067.2500000,1068.5000000,68059
11/10/09,00:00:00,1067.7500000,1071.0000000,1067.2500000,1069.2500000,17382
12/10/09,00:00:00,1069.0000000,1076.7500000,1067.5000000,1071.7500000,731882
13/10/09,00:00:00,1071.7500000,1081.5000000,1063.0000000,1078.5000000,928713
14/10/09,00:00:00,1078.5000000,1089.7500000,1077.2500000,1087.7500000,1102910
15/10/09,00:00:00,1087.7500000,1093.2500000,1080.5000000,1091.5000000,1102581
16/10/09,00:00:00,1091.5000000,1095.2500000,1077.5000000,1082.2500000,1014681
17/10/09,00:00:00,1084.2500000,1084.5000000,1080.7500000,1082.2500000,97817
18/10/09,00:00:00,1080.2500000,1081.0000000,1076.2500000,1080.0000000,28108
19/10/09,00:00:00,1080.0000000,1096.7500000,1080.0000000,1095.5000000,862098
20/10/09,00:00:00,1095.5000000,1099.0000000,1082.2500000,1088.0000000,978663
21/10/09,00:00:00,1088.0000000,1098.5000000,1073.0000000,1076.7500000,1135856
22/10/09,00:00:00,1076.7500000,1095.0000000,1070.5000000,1094.5000000,1085760
23/10/09,00:00:00,1094.5000000,1095.2500000,1071.5000000,1076.7500000,1014171
24/10/09,00:00:00,1076.2500000,1077.5000000,1075.7500000,1076.7500000,74337
25/10/09,00:00:00,1076.5000000,1080.0000000,1075.0000000,1077.7500000,29605
26/10/09,00:00:00,1077.5000000,1088.5000000,1061.5000000,1063.7500000,893760
27/10/09,00:00:00,1064.0000000,1069.7500000,1057.2500000,1059.0000000,1094805
28/10/09,00:00:00,1059.0000000,1062.0000000,1037.2500000,1041.2500000,1182770
29/10/09,00:00:00,1041.2500000,1064.0000000,1038.7500000,1061.7500000,1093081
30/10/09,00:00:00,1061.7500000,1062.5000000,1029.5000000,1032.0000000,1134787
01/11/09,00:00:00,1031.2500000,1039.7500000,1028.7500000,1039.2500000,61297
02/11/09,00:00:00,1039.2500000,1049.5000000,1026.0000000,1040.7500000,1092838
03/11/09,00:00:00,1040.7500000,1046.5000000,1026.5000000,1046.0000000,1123844
04/11/09,00:00:00,1046.0000000,1058.2500000,1041.5000000,1043.0000000,972029
05/11/09,00:00:00,1043.2500000,1064.5000000,1039.0000000,1062.0000000,1015266
06/11/09,00:00:00,1062.2500000,1069.0000000,1053.7500000,1066.2500000,956049
07/11/09,00:00:00,1066.5000000,1067.0000000,1065.7500000,1066.2500000,57263
08/11/09,00:00:00,1066.0000000,1071.0000000,1065.0000000,1069.2500000,35125
09/11/09,00:00:00,1069.2500000,1092.0000000,1068.2500000,1088.0000000,1062031
10/11/09,00:00:00,1088.2500000,1096.7500000,1085.0000000,1094.0000000,980345
11/11/09,00:00:00,1094.0000000,1103.2500000,1091.2500000,1093.5000000,922881
12/11/09,00:00:00,1093.2500000,1101.0000000,1082.5000000,1088.5000000,1014590
13/11/09,00:00:00,1088.5000000,1096.0000000,1082.7500000,1091.5000000,967265
14/11/09,00:00:00,1091.2500000,1092.0000000,1090.7500000,1091.5000000,62343
15/11/09,00:00:00,1092.0000000,1099.5000000,1091.2500000,1099.0000000,39440
16/11/09,00:00:00,1099.0000000,1112.2500000,1097.7500000,1101.2500000,1192414
17/11/09,00:00:00,1101.2500000,1110.7500000,1100.0000000,1106.7500000,1057304
18/11/09,00:00:00,1106.7500000,1110.2500000,1101.0000000,1104.7500000,991447
19/11/09,00:00:00,1105.0000000,1106.7500000,1086.7500000,1094.0000000,1257138
20/11/09,00:00:00,1094.0000000,1095.0000000,1083.5000000,1089.7500000,1005857
21/11/09,00:00:00,1090.2500000,1090.5000000,1089.2500000,1089.7500000,81975
22/11/09,00:00:00,1089.7500000,1094.7500000,1089.0000000,1094.0000000,30364
23/11/09,00:00:00,1093.7500000,1111.5000000,1092.7500000,1101.5000000,1034785
24/11/09,00:00:00,1101.5000000,1107.0000000,1095.5000000,1105.2500000,1010406
25/11/09,00:00:00,1105.0000000,1111.2500000,1103.2500000,1104.0000000,711639
26/11/09,00:00:00,1104.0000000,1105.0000000,1071.7500000,1075.7500000,330027
27/11/09,00:00:00,1075.5000000,1098.2500000,1067.0000000,1089.5000000,813826
29/11/09,00:00:00,1091.7500000,1098.0000000,1091.7500000,1093.7500000,74793
30/11/09,00:00:00,1093.7500000,1097.2500000,1084.7500000,1096.2500000,1037844
01/12/09,00:00:00,1096.5000000,1111.7500000,1094.0000000,1108.7500000,919325
02/12/09,00:00:00,1108.7500000,1115.2500000,1104.5000000,1113.0000000,899066
03/12/09,00:00:00,1112.7500000,1116.7500000,1096.2500000,1097.0000000,953297
04/12/09,00:00:00,1097.2500000,1119.0000000,1095.5000000,1108.5000000,1020844
05/12/09,00:00:00,1105.2500000,1108.5000000,1105.0000000,1108.5000000,108488
06/12/09,00:00:00,1108.0000000,1110.7500000,1105.5000000,1105.7500000,36333
07/12/09,00:00:00,1105.7500000,1110.2500000,1098.7500000,1104.7500000,801251
08/12/09,00:00:00,1104.7500000,1107.2500000,1087.7500000,1095.0000000,1411616
09/12/09,00:00:00,1095.2500000,1097.5000000,1085.2500000,1089.7500000,946433
10/12/09,00:00:00,1090.0000000,1101.5000000,1087.7500000,1100.5000000,365844
11/12/09,00:00:00,1100.5000000,1105.5000000,1096.2500000,1103.5000000,722273
12/12/09,00:00:00,1101.5000000,1103.5000000,1101.5000000,1103.5000000,70064
13/12/09,00:00:00,1102.7500000,1112.5000000,1099.7500000,1110.7500000,58810
14/12/09,00:00:00,1110.7500000,1113.0000000,1104.0000000,1109.2500000,709515
15/12/09,00:00:00,1109.2500000,1110.0000000,1100.2500000,1103.7500000,752973
16/12/09,00:00:00,1103.5000000,1112.0000000,1100.2500000,1100.7500000,739885
17/12/09,00:00:00,1100.7500000,1104.0000000,1091.0000000,1097.2500000,974256
18/12/09,00:00:00,1097.0000000,1102.7500000,1088.7500000,1097.7500000,919412
19/12/09,00:00:00,1098.2500000,1099.0000000,1096.7500000,1097.7500000,99430
20/12/09,00:00:00,1098.7500000,1102.0000000,1096.5000000,1099.2500000,32725
21/12/09,00:00:00,1099.2500000,1113.0000000,1097.7500000,1111.7500000,699633
22/12/09,00:00:00,1111.7500000,1115.7500000,1110.0000000,1114.5000000,607911
23/12/09,00:00:00,1114.5000000,1120.0000000,1111.2500000,1116.7500000,514639
24/12/09,00:00:00,1117.0000000,1122.5000000,1116.7500000,1122.0000000,197337
27/12/09,00:00:00,1120.5000000,1124.5000000,1117.5000000,1123.7500000,20473
28/12/09,00:00:00,1123.7500000,1126.0000000,1119.5000000,1123.7500000,383541
29/12/09,00:00:00,1124.0000000,1128.2500000,1118.7500000,1119.2500000,472346
30/12/09,00:00:00,1119.0000000,1123.7500000,1113.0000000,1123.5000000,450076
31/12/09,00:00:00,1123.2500000,1125.2500000,1110.0000000,1113.2500000,471059
01/01/10,00:00:00,1111.0000000,1113.2500000,1110.0000000,1113.2500000,101907
03/01/10,00:00:00,1113.7500000,1116.5000000,1113.2500000,1114.7500000,27784
04/01/10,00:00:00,1114.7500000,1129.7500000,1114.0000000,1127.7500000,786445
05/01/10,00:00:00,1127.7500000,1132.7500000,1125.0000000,1130.2500000,768788
06/01/10,00:00:00,1130.0000000,1135.5000000,1127.2500000,1130.7500000,700032
07/01/10,00:00:00,1131.0000000,1138.7500000,1127.0000000,1137.7500000,895333
08/01/10,00:00:00,1137.7500000,1141.7500000,1131.0000000,1141.7500000,809013
09/01/10,00:00:00,1141.0000000,1141.7500000,1140.7500000,1141.7500000,78291
10/01/10,00:00:00,1141.7500000,1147.5000000,1140.7500000,1146.2500000,40144
11/01/10,00:00:00,1146.0000000,1148.0000000,1137.7500000,1141.0000000,799621
12/01/10,00:00:00,1141.0000000,1143.0000000,1127.7500000,1135.0000000,1078921
13/01/10,00:00:00,1134.7500000,1145.2500000,1129.2500000,1144.5000000,935233
14/01/10,00:00:00,1144.2500000,1147.2500000,1138.2500000,1144.2500000,819312
15/01/10,00:00:00,1144.2500000,1146.0000000,1127.5000000,1132.0000000,1021837
16/01/10,00:00:00,1132.2500000,1132.7500000,1131.7500000,1132.0000000,76236
17/01/10,00:00:00,1131.5000000,1134.5000000,1129.5000000,1134.2500000,22003
18/01/10,00:00:00,1134.2500000,1137.5000000,1131.7500000,1135.0000000,118381
19/01/10,00:00:00,1135.2500000,1147.0000000,1126.2500000,1142.5000000,956426
20/01/10,00:00:00,1142.7500000,1143.2500000,1125.2500000,1139.0000000,1152622
21/01/10,00:00:00,1139.0000000,1139.2500000,1108.5000000,1112.0000000,1198877
22/01/10,00:00:00,1111.7500000,1115.7500000,1086.2500000,1091.2500000,1300735
23/01/10,00:00:00,1087.7500000,1091.7500000,1087.0000000,1091.2500000,172172
24/01/10,00:00:00,1094.0000000,1097.7500000,1093.5000000,1096.5000000,64545
